Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,# rotatable bonds (<10),# rotatable bonds (<10) (raw),# stereo centers (<2),# stereo centers (<2) (raw),Molecular weight (350-600),Molecular weight (350-600) (raw),logP (<=5),logP (<=5) (raw),TPSA (<=150),TPSA (<=150) (raw),# aromatic rings (<5),# aromatic rings (<5) (raw),# Cl (<=1),# Cl (<=1) (raw),# F (<4),# F (<4) (raw),# HB-donors (<5),# HB-donors (<5) (raw),# HB-acceptors (<10),# HB-acceptors (<10) (raw),ADG PLA2X,ADG PLA2X (raw),ADG hERG,ADG hERG (raw),Minimal Alerts,Minimal Alerts (raw),matchting_patterns (Minimal Alerts),step
9.5819,15.8764,43.7244,0.4656315,N#CCc1ccc2cc(C(N)=O)n(C(=O)CCC(=O)O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CCC(=O)O|*CC#N,0.9733457,5.0000,0.9467598,0.0000,0.4835657,299.2860,0.8737676,1.3113,0.9420055,126.1800,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9733457,5.0000,0.8551147,-12.5700,0.0675500,-7.0400,1.0000000,1.0000,[],35
14.1031,21.3605,29.3105,0.3958672,CC(C)OC(=O)C(=O)n1c(C(N)=O)cc2ccc(CC(=O)N(C)C)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C(=O)OC(C)C|*CC(=O)N(C)C,0.9868402,4.0000,0.9467598,0.0000,0.9958034,359.3820,0.8989410,0.9627,0.9801411,111.7000,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.4879138,-9.9300,0.0529508,-7.3400,1.0000000,1.0000,[],35
5.3508,6.1208,19.6743,0.2015239,NC(=O)c1cc2ccc(C(F)(F)F)cc2n1C(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*C(F)(F)F,0.9984624,1.0000,0.9467598,0.0000,0.0716157,272.1820,0.7745126,2.2851,0.9973321,85.3200,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9935481,3.0000,0.2007600,-8.0000,0.2376361,-5.3500,1.0000000,1.0000,[],35
12.5706,14.9619,29.6322,0.3483920,Cc1ccc2cc(C(N)=O)n(C(=O)CS(=O)(=O)N3CCOCC3)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CS(=O)(=O)N1CCOCC1|*C,0.9868402,4.0000,0.9467598,0.0000,0.9975873,365.4110,0.9325034,0.3508,0.9801411,111.7000,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.4245943,-9.5600,0.0362224,-7.8000,1.0000000,1.0000,[],35
16.4205,24.0136,-0.1617,0.1863429,NC(=O)c1cc2ccc(C(F)F)cc2n1C(=O)[C@@H](N)CC(F)(F)F,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)[C@@H](N)CC(F)(F)F|*C(F)F,0.9868402,4.0000,0.5000000,1.0000,0.9894071,349.2590,0.7328314,2.5977,0.9958454,91.1100,0.9999995,2.0000,0.9999900,0.0000,0.0000001,5.0000,0.9998222,2.0000,0.9868402,4.0000,0.3509672,-9.1100,0.1179608,-6.3300,1.0000000,1.0000,[],35
11.0647,21.9775,9.8777,0.2488688,COCCNC(=O)C(=O)n1c(C(N)=O)cc2ccc(C(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C(=O)NCCOC|*C(F)F,0.9733457,5.0000,0.9467598,0.0000,0.9739027,339.2980,0.8909690,1.0806,0.9893823,103.4200,0.9999995,2.0000,0.9999900,0.0000,0.9999999,2.0000,0.9998222,2.0000,0.9733457,5.0000,0.4011562,-9.4200,0.1612135,-5.9100,1.0000000,1.0000,[],35
16.9376,21.4757,22.4332,0.3430381,CN1CCN(c2ccc3cc(C(N)=O)n(C(=O)OCCC(C)(C)CO)c3c2)CC1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCCC(C)(C)CO|*N1CCN(C)CC1,0.9467598,6.0000,0.9467598,0.0000,0.9999205,402.4950,0.8207812,1.8853,0.9911460,101.0300,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.8964765,7.0000,0.5720270,-10.4200,0.0263572,-8.1800,1.0000000,1.0000,[],35
5.7354,10.0508,19.0750,0.2275448,C=CC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C=C|*C(F)(F)F,0.9968477,2.0000,0.9467598,0.0000,0.1628048,282.2210,0.7345887,2.5852,0.9994341,65.0900,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9935481,3.0000,0.4245943,-9.5600,0.1565975,-5.9500,1.0000000,1.0000,[],35
9.5472,14.5589,36.7292,0.4006886,Cc1nc(C(=O)n2c(C(N)=O)cc3ccc(C(F)(F)F)cc32)cs1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)c1csc(C)n1|*C(F)(F)F,0.9968477,2.0000,0.9467598,0.0000,0.9926918,353.3250,0.6380035,3.2124,0.9984794,77.9800,0.9998222,3.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9733457,5.0000,0.3097476,-8.8400,0.0928301,-6.6400,1.0000000,1.0000,[],35
17.2258,26.7908,52.9321,0.6228347,COC(=O)N1CCN(C(=O)n2c(C(N)=O)cc3ccc(C(F)(F)F)cc32)[C@H](CO)C1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)N1CCN(C(=O)OC)C[C@H]1CO|*C(F)(F)F,0.9968477,2.0000,0.5000000,1.0000,0.9999927,428.3670,0.8604512,1.4720,0.9679483,118.1000,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9467598,6.0000,0.6843139,-11.1200,0.2652429,-5.1800,1.0000000,1.0000,[],35
9.1933,15.4421,44.3739,0.4673127,NC(=O)c1cc2ccc(C(F)(F)F)cc2n1C(=O)OC1COC1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC1COC1|*C(F)(F)F,0.9968477,2.0000,0.9467598,0.0000,0.9309614,328.2460,0.7919267,2.1425,0.9976702,83.5500,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9733457,5.0000,0.3572869,-9.1500,0.1444579,-6.0600,1.0000000,1.0000,[],35
12.8451,20.3354,42.6169,0.4918149,NC(=O)c1cc2ccc(NCCF)cc2n1C(=O)C(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C(=O)O|*NCCF,0.9868402,4.0000,0.9467598,0.0000,0.3494791,293.2540,0.9062936,0.8464,0.9756430,114.4200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,1.0000,0.9968477,3.0000,0.9733457,5.0000,0.3053345,-8.8100,0.2471491,-5.2900,1.0000000,1.0000,[],35
15.9934,28.0817,21.5887,0.3880497,NC(=O)c1cc2ccc(N3CCS(=O)(=O)CC3)cc2n1C(=O)OC(F)CO,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(F)CO|*N1CCS(=O)(=O)CC1,0.9868402,4.0000,0.5000000,1.0000,0.9998943,399.4000,0.9370307,0.2476,0.9126425,131.9300,0.9999995,2.0000,0.9999900,0.0000,1.0000000,1.0000,0.9998222,2.0000,0.8083177,8.0000,0.5224352,-10.1300,0.0538235,-7.3200,1.0000000,1.0000,[],35
21.0520,25.1398,22.6792,0.3735854,CCSCC(NC(=O)O)C(=O)n1c(C(N)=O)cc2ccc(CCN(C)C)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C(CSCC)NC(=O)O|*CCN(C)C,0.6725097,9.0000,0.5000000,1.0000,0.9999451,406.5080,0.8219951,1.8738,0.9689795,117.6600,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.9467598,6.0000,0.7890787,-11.9100,0.0325013,-7.9300,1.0000000,1.0000,[],35
11.1033,15.7773,50.1888,0.5153599,COCCOCCNC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)NCCOCCOC|*C(F)(F)F,0.8964765,7.0000,0.9467598,0.0000,0.9988352,373.3310,0.8105707,1.9797,0.9941550,95.5800,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9733457,5.0000,0.4061446,-9.4500,0.1885800,-5.6900,1.0000000,1.0000,[],35
14.8162,18.8619,28.5557,0.3704504,N#CCCOC(=O)CCc1ccc2cc(C(N)=O)n(C(=O)O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*CCC(=O)OCCC#N,0.9467598,6.0000,0.9467598,0.0000,0.9370111,329.3120,0.8438031,1.6558,0.8888684,135.4100,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.3141956,-8.8700,0.0664704,-7.0600,1.0000000,1.0000,[],35
14.0883,23.0273,45.3901,0.5345104,NC(=O)c1cc2ccc(C(F)CF)cc2n1C(=O)CCC(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CCC(=O)O|*C(F)CF,0.9467598,6.0000,0.5000000,1.0000,0.9034837,324.2830,0.7819386,2.2253,0.9901814,102.3900,0.9999995,2.0000,0.9999900,0.0000,0.9999999,2.0000,0.9998222,2.0000,0.9868402,4.0000,0.7785457,-11.8200,0.1311307,-6.1900,1.0000000,1.0000,[],35
11.4478,15.7750,22.2151,0.2967982,CCC(=O)n1c(C(N)=O)cc2ccc(C(C)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CC|*C(C)F,0.9935481,3.0000,0.5000000,1.0000,0.0300678,262.2840,0.7002379,2.8209,0.9994341,65.0900,0.9999995,2.0000,0.9999900,0.0000,1.0000000,1.0000,0.9999900,1.0000,0.9935481,3.0000,0.1825773,-7.8300,0.1059524,-6.4700,1.0000000,1.0000,[],35
5.3508,6.1208,-6.1208,0.0000000,NC(=O)c1cc2ccc(C(F)(F)F)cc2n1C(=O)O,2,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*C(F)(F)F,0.0000000,1.0000,0.0000000,0.0000,0.0000000,272.1820,0.0000000,2.2851,0.0000000,85.3200,0.0000000,2.0000,0.0000000,0.0000,0.0000000,3.0000,0.0000000,2.0000,0.0000000,3.0000,0.0000000,-8.0000,0.0000000,-5.3500,0.0000000,1.0000,[],35
12.3640,14.4942,36.4629,0.3981024,CN(C)C(=O)c1cc(-c2ccc3cc(C(N)=O)n(C(=O)O)c3c2)ccn1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*c1ccnc(C(=O)N(C)C)c1,0.9935481,3.0000,0.9467598,0.0000,0.9920105,352.3500,0.8049394,2.0301,0.9669329,118.5200,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9733457,5.0000,0.7879267,-11.9000,0.0341704,-7.8700,1.0000000,1.0000,[],35
9.5418,14.2007,37.0668,0.4005277,CC(CO)Nc1ccc2cc(C(N)=O)n(C(=O)O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*NC(C)CO,0.9868402,4.0000,0.5000000,1.0000,0.1098192,277.2800,0.8924696,1.0590,0.9691636,117.5800,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9467598,4.0000,0.9733457,5.0000,0.4483764,-9.7000,0.1075994,-6.4500,1.0000000,1.0000,[],35
15.8966,17.9262,14.4728,0.2531174,[C-]#[N+]c1ccc(CNC(=O)n2c(C(N)=O)cc3ccc(C(F)(F)F)cc32)cc1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)NCc1ccc([N+]#[C-])cc1|*C(F)(F)F,0.9935481,3.0000,0.9467598,0.0000,0.9996480,386.3330,0.4878257,4.0677,0.9980118,81.4800,0.9998222,3.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9935481,3.0000,0.3716862,-9.2400,0.0129373,-9.0200,1.0000000,1.0000,[],35
14.0837,24.9605,29.6988,0.4270259,CSC(=O)Cc1ccc2cc(C(N)=O)n(C(=O)OCC(=O)O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC(=O)O|*CC(=O)SC,0.9733457,5.0000,0.9467598,0.0000,0.9904118,350.3520,0.8791949,1.2416,0.9305400,128.6900,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.8964765,7.0000,0.6071120,-10.6300,0.0593510,-7.2000,1.0000000,1.0000,[],35
11.1951,17.9003,41.5734,0.4646386,CNC(=O)Cc1ccc2cc(C(N)=O)n(C(=O)NCC(=O)O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)NCC(=O)O|*CC(=O)NC,0.9733457,5.0000,0.9467598,0.0000,0.9514971,332.3160,0.9575059,-0.3290,0.8110379,143.5200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9467598,4.0000,0.9733457,5.0000,0.8832912,-12.9300,0.0579212,-7.2300,1.0000000,1.0000,[],35
8.3611,16.2895,36.2969,0.4108316,CN(C)S(=O)(=O)CC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CS(=O)(=O)N(C)C|*C(F)(F)F,0.9868402,4.0000,0.9467598,0.0000,0.9991948,377.3440,0.8753998,1.2906,0.9901215,102.4700,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9733457,5.0000,0.3097476,-8.8400,0.0965303,-6.5900,1.0000000,1.0000,[],35
9.4939,16.7890,51.1620,0.5308675,CC(C)(COC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21)C(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC(C)(C)C(=O)O|*C(F)(F)F,0.9868402,4.0000,0.9467598,0.0000,0.9987192,372.2990,0.6951385,2.8545,0.9802603,111.6200,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9733457,5.0000,0.8922347,-13.0600,0.0980469,-6.5700,1.0000000,1.0000,[],35
6.7577,10.2254,17.9198,0.2198846,C=CCOC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC=C|*C(F)(F)F,0.9935481,3.0000,0.9467598,0.0000,0.7554680,312.2470,0.6835518,2.9297,0.9988514,74.3200,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9868402,4.0000,0.4061446,-9.4500,0.1067731,-6.4600,1.0000000,1.0000,[],35
14.7556,26.4121,23.6302,0.3909559,Cn1cc(-c2ccc3cc(C(N)=O)n(C(=O)OCC(=O)OCCCO)c3c2)cn1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC(=O)OCCCO|*c1cnn(C)c1,0.8964765,7.0000,0.9467598,0.0000,0.9999036,400.3910,0.8930209,1.0510,0.8616450,138.6700,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.6725097,9.0000,0.4044796,-9.4400,0.0680959,-7.0300,1.0000000,1.0000,[],35
16.8804,23.0963,19.4097,0.3320782,NC(=O)c1cc2ccc(CCOC3CCOCC3)cc2n1C(=O)OCC(F)(F)F,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC(F)(F)F|*CCOC1CCOCC1,0.9467598,6.0000,0.9467598,0.0000,0.9999734,414.3800,0.6684877,3.0253,0.9952800,92.7800,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9467598,6.0000,0.2866268,-8.6800,0.0475961,-7.4700,1.0000000,1.0000,[],35
13.5019,17.8538,29.3744,0.3689703,CCC(=O)n1c(C(N)=O)cc2ccc(CCS(N)(=O)=O)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CC|*CCS(N)(=O)=O,0.9733457,5.0000,0.9467598,0.0000,0.8959324,323.3740,0.9191682,0.6214,0.9457843,125.2500,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9733457,5.0000,0.6661394,-11.0000,0.0298930,-8.0300,1.0000000,1.0000,[],35
14.3781,23.9727,26.7728,0.3964493,COC(=O)N(C)CCC(=O)n1c(C(N)=O)cc2ccc(CCN(C)C)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CCN(C)C(=O)OC|*CCN(C)C,0.8964765,7.0000,0.9467598,0.0000,0.9989483,374.4410,0.8515122,1.5728,0.9930396,97.8700,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.4879138,-9.9300,0.0547098,-7.3000,1.0000000,1.0000,[],35
16.9034,23.8275,32.4458,0.4396351,NC(=O)c1cc2ccc(N3CC(CO)C3)cc2n1C(=O)CS,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CS|*N1CC(CO)C1,0.9868402,4.0000,0.9467598,0.0000,0.8563765,319.3860,0.9126711,0.7387,0.9965814,88.5600,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.9467598,6.0000,0.5000000,-10.0000,0.0805436,-6.8200,1.0000000,1.0000,[],35
12.6369,18.9071,20.2075,0.3055829,NC(=O)c1cc2ccc(C(F)(F)F)cc2n1C(=O)C(=O)c1ccco1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C(=O)c1ccco1|*C(F)(F)F,0.9935481,3.0000,0.9467598,0.0000,0.9903240,350.2520,0.6919882,2.8751,0.9942786,95.3000,0.9998222,3.0000,0.9999900,0.0000,0.9968477,3.0000,0.9999900,1.0000,0.9733457,5.0000,0.2299033,-8.2500,0.0417106,-7.6300,1.0000000,1.0000,[],35
8.4548,13.9228,15.8094,0.2322825,NCCCC(=O)n1c(C(N)=O)cc2ccc(C(F)(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CCCN|*C(F)(F)F,0.9868402,4.0000,0.9467598,0.0000,0.7725981,313.2790,0.7924480,2.1381,0.9958454,91.1100,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9868402,4.0000,0.2143909,-8.1200,0.2439499,-5.3100,1.0000000,1.0000,[],35
8.5909,19.9427,51.5097,0.5582224,COC(=O)COC(=O)n1c(C(N)=O)cc2ccc(C(F)F)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC(=O)OC|*C(F)F,0.9868402,4.0000,0.9467598,0.0000,0.9182028,326.2550,0.8259919,1.8355,0.9914179,100.6200,0.9999995,2.0000,0.9999900,0.0000,0.9999999,2.0000,0.9999900,1.0000,0.9467598,6.0000,0.4552199,-9.7400,0.2314357,-5.3900,1.0000000,1.0000,[],35
13.5184,20.2789,46.6290,0.5227181,NC(=O)c1cc2ccc(C(F)(F)F)cc2n1C(=O)[C@@H]1CCCN1C(=O)CO,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)[C@@H]1CCCN1C(=O)CO|*C(F)(F)F,0.9935481,3.0000,0.5000000,1.0000,0.9995357,383.3260,0.8680061,1.3825,0.9874442,105.6300,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9733457,5.0000,0.5567435,-10.3300,0.1600493,-5.9200,1.0000000,1.0000,[],35
10.8235,10.7199,42.2305,0.4136748,CN(C)CCNC(=O)n1c(C(N)=O)cc2ccc(N)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)NCCN(C)C|*N,0.9868402,4.0000,0.9467598,0.0000,0.2725119,289.3390,0.9282693,0.4417,0.9867101,106.3800,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.9733457,5.0000,0.4347506,-9.6200,0.0906715,-6.6700,1.0000000,1.0000,[],35
32.3992,33.9753,2.5794,0.2855838,C=CCN(C)C(CCSC)C(=O)n1c(C(N)=O)cc2ccc(Nc3ncco3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C(CCSC)N(C)CC=C|*Nc1ncco1,0.5000000,10.0000,0.5000000,1.0000,0.9999921,427.5300,0.6145866,3.3515,0.9867000,106.3900,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.8083177,8.0000,0.6599664,-10.9600,0.0153386,-8.8200,1.0000000,1.0000,[],35
27.7033,33.8596,8.7734,0.3330703,C=CCC[C@@H](O)C=CCCc1ccc2cc(C(N)=O)n(C(=O)CCC(=O)O)c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CCC(=O)O|*CCC=C[C@H](O)CCC=C,0.3274903,11.0000,0.5000000,1.0000,0.9998848,398.4590,0.6627544,3.0611,0.9552509,122.6200,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.9733457,5.0000,0.8674858,-12.7200,0.0224587,-8.3700,1.0000000,1.0000,[],35
13.7644,19.2792,39.2967,0.4576246,CNCCNC(=O)n1c(C(N)=O)cc2ccc(CCCO)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)NCCNC|*CCCO,0.8964765,7.0000,0.9467598,0.0000,0.8445639,318.3770,0.9282453,0.4422,0.9833263,109.3800,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9467598,4.0000,0.9733457,5.0000,0.4723971,-9.8400,0.1027249,-6.5100,1.0000000,1.0000,[],35
18.2922,22.6779,32.7101,0.4327191,CO/N=C/CC(=O)n1c(C(N)=O)cc2ccc(-c3ccncc3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C/C=N/OC|*c1ccncc1,0.9733457,5.0000,0.9467598,0.0000,0.9660410,336.3510,0.7511467,2.4647,0.9920772,99.5700,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.5516236,-10.3000,0.0697583,-7.0000,1.0000000,1.0000,[],35
5.4690,14.8082,22.3128,0.2900084,NC(=O)c1cc2ccc(C(F)(F)F)cc2n1C(=O)OCC(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCC(=O)O|*C(F)(F)F,0.9935481,3.0000,0.9467598,0.0000,0.9417601,330.2180,0.8267353,1.8283,0.9802603,111.6200,0.9999995,2.0000,0.9999900,0.0000,0.9968477,3.0000,0.9998222,2.0000,0.9733457,5.0000,0.5737172,-10.4300,0.2120732,-5.5200,1.0000000,1.0000,[],35
13.8038,16.5739,23.7828,0.3152865,NC(=O)c1cc2ccc(-c3ccc(N4CCC(O)C4)nc3)cc2n1C(=O)O,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*c1ccc(N2CCC(O)C2)nc1,0.9935481,3.0000,0.5000000,1.0000,0.9977922,366.3770,0.8192945,1.8993,0.9582357,121.6800,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9968477,3.0000,0.9467598,6.0000,0.5241584,-10.1400,0.0230345,-8.3400,1.0000000,1.0000,[],35
19.2614,18.1812,12.4607,0.2393900,CN(C)CCNc1c(F)cc(-c2ccc3cc(C(N)=O)n(C(=O)OC(C)(C)C)c3c2)cc1F,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC(C)(C)C|*c1cc(F)c(NCCN(C)C)c(F)c1,0.9467598,6.0000,0.9467598,0.0000,0.9999995,458.5090,0.4211348,4.4421,0.9963012,89.5900,0.9998222,3.0000,0.9999900,0.0000,0.9999999,2.0000,0.9998222,2.0000,0.9467598,6.0000,0.3830470,-9.3100,0.0105414,-9.2600,1.0000000,1.0000,[],35
23.7383,28.3725,8.7018,0.2896435,COCCNc1nccc(-c2ccc3cc(C(N)=O)n(C(=O)Cl)c3c2)c1F,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)Cl|*c1ccnc(NCCOC)c1F,0.9467598,6.0000,0.9467598,0.0000,0.9997668,390.8020,0.6389868,3.2065,0.9922738,99.2400,0.9998222,3.0000,0.9968477,1.0000,1.0000000,1.0000,0.9998222,2.0000,0.9467598,6.0000,0.2852165,-8.6700,0.0279536,-8.1100,1.0000000,1.0000,[],35
15.6610,17.4567,37.2743,0.4275859,COC(=O)n1c(C(N)=O)cc2ccc(N(C)CCc3ccccn3)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OC|*N(C)CCc1ccccn1,0.9733457,5.0000,0.9467598,0.0000,0.9920426,352.3940,0.7559705,2.4286,0.9960498,90.4500,0.9998222,3.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9467598,6.0000,0.6185841,-10.7000,0.0588707,-7.2100,1.0000000,1.0000,[],35
9.2957,11.4232,13.6163,0.1956214,CS(=O)(=O)N1CCN(c2ccc3cc(C(N)=O)n(C(=O)O)c3c2)CC1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)O|*N1CCN(S(C)(=O)=O)CC1,0.9935481,3.0000,0.9467598,0.0000,0.9977967,366.3990,0.9326355,0.3479,0.9430037,125.9400,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.7203830,-11.3700,0.0341704,-7.8700,1.0000000,1.0000,[],35
15.3911,20.9462,26.8620,0.3735017,C=CC(=O)n1c(C(N)=O)cc2ccc(CCC(=O)NCC(=O)OCC)cc21,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)C=C|*CCC(=O)NCC(=O)OCC,0.8083177,8.0000,0.9467598,0.0000,0.9986079,371.3930,0.8839497,1.1783,0.9617417,120.4900,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9998222,2.0000,0.9467598,6.0000,0.6071120,-10.6300,0.0353288,-7.8300,1.0000000,1.0000,[],35
6.6038,16.8488,18.5681,0.2766947,NC(=O)c1cc2ccc(C(F)F)cc2n1C(=O)OCCO,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)OCCO|*C(F)F,0.9868402,4.0000,0.9467598,0.0000,0.4596773,298.2450,0.8438960,1.6548,0.9945968,94.5500,0.9999995,2.0000,0.9999900,0.0000,0.9999999,2.0000,0.9998222,2.0000,0.9733457,5.0000,0.4094811,-9.4700,0.2824083,-5.0800,1.0000000,1.0000,[],35
14.9693,21.8119,34.2667,0.4381145,COCCc1ccc2cc(C(N)=O)n(C(=O)CC[S+](C)[O-])c2c1,1,[*]n1c(C(N)=O)cc2ccc([*])cc21,*C(=O)CC[S+](C)[O-]|*CCOC,0.8964765,7.0000,0.5000000,1.0000,0.9662278,336.4130,0.8716397,1.3379,0.9932948,97.3800,0.9999995,2.0000,0.9999900,0.0000,1.0000000,0.0000,0.9999900,1.0000,0.9733457,5.0000,0.3879561,-9.3400,0.1161759,-6.3500,1.0000000,1.0000,[],35
